orig_idx,combined_lower,has_unilateral,has_bilateral
66,"blood urea [sep] blood urea, nitrogen in blood, bun, blood urea nitrogen, kidney function test, blood test for urea, blood urea level, urine waste measurement, kidney health indicator, blood urea measurement, blood urea screening, blood urea levels [sep] bun, blood urea, blood urea level, blood urea nitrogen, bun test",0,0
67,"bone specific alkaline phosphatase [sep] bone enzyme test, bone-specific alkaline phosphatase, serum bone alkaline phosphatase, bone turnover marker, bone health blood test, bone healing indicator, osteoblast activity marker, lay term: bone growth enzyme, alkaline phosphatase for bones, bone regeneration test, bone metabolism marker, specialized bone enzyme assay [sep] bsap, balp, bap, bap-serum, bth, bone-akp, ost-alp, bone-alp",0,0
68,"brain natriuretic peptide [sep] brain hormone test, bnp blood test, heart failure marker, natriuretic peptide test, brain and heart protein level, cardiac stress indicator, hormone related to heart function, b-type natriuretic peptide, heart strain measurement, brain-produced hormone, heart failure screening, bnp level check [sep] bnp, nt-probnp, bnp test, bnp level, bnp assay, brainnp, b-type np",0,0
69,"bun (blood urea nitrogen) [sep] blood urea nitrogen test, bun level, kidney function test, blood urea measurement, nitrogen in blood, renal function assessment, blood urea test, kidney health screening, blood urea nitrogen lab, nitrogen levels in blood, kidney health check, urine and blood kidney test [sep] bun, blood urea, blood urea nitrogen, bun lab, blood urea test, kidney function test, renal profile",0,0
70,"c1 esterase inhibitor [sep] c1 esterase inhibitor, complement system regulator, blood protein preventing swelling, hereditary angioedema treatment, c1 inhibitor therapy, immune response stabilizer, plasma-derived protein medication, enzyme inhibitor for allergy prevention, genetic deficiency treatment, swelling control drug, complement pathway blocker, c1 esterase deficiency therapy [sep] c1ei, c1 esterase inh, cei, hereditary ae treatment, angioedema therapy, complement regulator, blood protein inhibitor, plasma-derived protein, enzyme inhibitor, genetic deficiency treatment, swelling control, cpei, complement pathway blocker",0,0
71,"c3 and c4 complement panel [sep] complement system test, immune complement screening, c3 and c4 blood test, immune protein analysis, complement proteins assessment, immune system panel, inflammatory markers test, antibody complement evaluation, immune function screening, complement protein levels check, immune defense testing, immune response profile [sep] c3c4 panel, complement panel, c3/c4 test, c3/c4 levels, complement screen, immune complement test, complement proteins panel, c3/4 blood test",0,0
72,"ca - 125 [sep] ca-125 tumor marker, ovarian cancer blood test, cancer antigen 125, ca125 blood screen, ovarian tumor marker, cancer marker test, blood test for ovarian cancer, ca-125 screening, ovarian risk indicator, abdominal cancer indicator, blood test for tumors, cancer-specific blood marker [sep] ca-125, ca125, ovcar-125, oc-125, cea, blood ca-125, tumor marker, ovarian marker, ca-125 screen",0,0
73,"cadmium ( blood ) [sep] blood cadmium test, blood metal analysis, lead and cadmium levels, heavy metal blood screening, blood chemical test, blood sampling for cadmium, toxic metal blood check, blood level of cadmium, cadmium in blood, blood metal toxicity test, blood cadmium measurement, blood heavy metal assay [sep] b-cd, blood cd, cd test, blood metal analysis, heavy metal blood, toxic metal blood, blood metal toxicity, blood cadmium, metal blood screen",0,0
74,"cadmium ( urine ) [sep] heavy metal urine test, cadmium in urine, urine cadmium level, trace metal urine analysis, toxic metal screening, urinary cadmium measurement, mercury and cadmium test, metal poisoning assessment, kidney metal excretion test, cadmium toxicity testing, environmental toxin urine test, urine heavy metal profile [sep] cd urine, urinary cadmium, urine cd, urine heavy metals, trace metal urine, metal toxicity test, urinary metal panel",0,0
75,"calcitonin [sep] hormone regulating calcium, thyroid hormone peptide, calcitonin medication, bone metabolism hormone, fish-derived hormone therapy, blood calcium control, calcitonin injection, parafollicular cell hormone, calcium-lowering drug, layered bone regulator, osteoporosis treatment, calcitonin nasal spray [sep] ct, calcitonin, ct injection, ct nasal spray, calcitonin hormone, ct med, calci-lowering, calcitonin therapy",0,0
76,"calcium - ionised [sep] ionized calcium, free calcium in blood, serum ionized calcium, biologically active calcium, calcium ion levels, ionized ca test, free blood calcium, blood calcium measurement, calcium in its active form, calcium ion concentration, lab calcium test, calcium ion assay [sep] ca⁺ ion, ica, free ca, serum ica, biologically active ca, ionized ca, ionized calcium, ca (ica), calcium ion level, ca ion assay, lab ica, ionized calcium test",0,0
77,"calcium - total [sep] serum calcium level, blood calcium test, total calcium measurement, calcium blood test, calcium level in blood, calcium screening, calcium blood panel, calcium blood work, blood test for calcium, total serum calcium, calcium level check, calcium levels in bloodstream [sep] total ca, serum ca, blood ca, ca blood test, serum ca level, calcium panel, calcium blood work, tca, ca measurement, serum ca check",0,0
78,"calcium (urine - 24 hrs) [sep] urinary calcium test, urine calcium level, 24-hour urine calcium, calcium excretion test, calcium in urine over a day, urine calcium measurement, calcium testing for kidney health, calcium urine collection, calcium in urine in 24 hours, urine test for calcium, calcium level in 24-hour urine, kidney calcium screening [sep] 24h urine calcium, urine ca test, 24h uca, uca quant, urine calcium excretion, 24h urine ca, u ca level",0,0
79,"cancer antigen - ca 15-3 [sep] breast cancer marker, tumor antigen 15-3, ca15.3 blood test, cancer screening marker, breast tumor indicator, cancer protein test, tumor marker for breast cancer, cancer detection blood test, risk assessment marker, breast cancer blood screening, cancer-associated protein, tumor-specific antigen [sep] ca 15-3, ca15-3, tta-15-3, cea, brca-3, tumor marker 15-3",0,0
80,"cancer antigen - ca 19-9 [sep] cancer antigen 19-9, ca 19-9 blood test, pancreatic cancer marker, tumor marker for digestive cancers, ca 19-9 tumor protein, carbohydrate antigen 19-9, blood marker for gi cancers, cea marker for pancreatic tumors, cancer detection test, antigen level screening, ca 19-9 cancer screening, digestive cancer indicator [sep] ca 19-9, ca19-9, ca19, pancreatic ca marker, gi tumor marker, tumor marker ca19-9, cancer antigen 19-9, carbohydrate ag 19-9, digestive cancer marker",0,0
81,"carbamazepine(tegretol) [sep] anticonvulsant medication, seizure control drug, mood stabilizer, brain nerve stabilizer, epilepsy medication, brand name tegretol, carbamazepine prescription, bipolar disorder treatment, nerve pain relief, anti-seizure medicine, antiepileptic drug, cbz therapy [sep] cbz, cbz t, teg, carb, cbz rx, cbz med, anticonv, seizure med, mood stabilizer, epilepsy med, brain nerve stabilizer, nerve pain med",0,0
82,"cardio hs - crp [sep] heart inflammation test, crp blood test, c-reactive protein test, heart health blood marker, inflammation marker, cardiac inflammation screening, blood test for heart inflammation, infection indicator test, cardiac inflammation measurement, crp levels check, heart disease risk marker, inflammation levels test [sep] crp, c-rp, hr-crp, cardio crp, heart crp, inflamm marker test, hrt crp, cardiac inflammation test",0,0
83,"catecholamine -blood [sep] adrenaline in blood, catecholamines blood test, adrenaline levels, stress hormone measurement, epinephrine in bloodstream, fight-or-flight hormones, catecholamine blood screening, adrenaline blood level check, blood catecholamine assay, catecholamines in circulation, epinephrine blood analysis, serum catecholamine levels [sep] vma, plasma catecholamines, serum catecholamines, adrenaline test, epi blood test, catecholamine assay, blood catecholamine, catecholamines blood panel, epi blood level, catech blood screen, blood epi levels, neurohormone test",0,0
84,"catecholamines - urine(24hrs) [sep] urinary catecholamines test, 24-hour urine catecholamines, urine analysis for adrenaline metabolites, 24-hour urine metanephrines, catecholamine measurement in urine, adrenal stress hormone test, urine sample for catecholamines, urine catecholamine monitoring, 24-hour adrenal hormone test, urine epinephrine and norepinephrine test, catecholamine metabolites in urine, urine test for adrenaline-related hormones [sep] 24h urine catecholamines, urine catech, 24h urine metanephrines, urine epi/norepi, urine catechol split, 24h adrenal hormones",0,0
85,"cea (carcino embryonic antigen) [sep] cancer marker test, tumor antigen blood test, carcinoembryonic protein screening, cea blood screening, cancer detection test, embryonic protein marker, blood test for cancer, oncofetal antigen test, tumor marker assay, cancer marker monitoring, blood test for colorectal and other cancers, embryonic antigen level check [sep] cea, cea test, cea blood, carcinoembryonic antigen, oncofetal antigen, tumor marker, cancer marker, embryonic antigen, colorectal cancer test, tumor assay",0,0
86,"ceruloplasmin [sep] copper transport protein, blood copper enzyme, copper-carrying plasma protein, ceruloplasmin enzyme, copper metabolism marker, ferrooxidase enzyme, copper-binding serum protein, ceruloplasmin test, liver-produced copper protein, copper oxidation enzyme, copper transport molecule, copper-related blood test [sep] cp, cerulo, cu transfer protein, blood cu enzyme, copper serum protein, ceruloplasmin test, fer, liver cu protein",0,0
87,"chalmydia pneumoniae igm antibody [sep] chlamydia pneumoniae igm antibody test, chlamydia lung infection immune response, cpn igm blood test, bacterial pneumonia antibody screening, lung bacterial infection marker, chest infection immune assay, early infection antibody detection, respiratory bacteria immune test, acute pneumonia antibody test, pulmonary infection antibody screening, chlamydia pneumoniae immune response test, blood test for lung bacteria [sep] chlampneum igm, cpn igm, chl-pneu igm, cpn ab test, lung bacteria igm, respiratory bacteria igm",0,0
88,"chloride fluid [sep] chloride infusion, electrolyte fluid, salt solution, chloride drip, iv chloride replacement, sodium chloride fluid, chloride saline, medical electrolyte administration, hydration fluid with chloride, chloride electrolyte therapy, hospital saline solution, pediatric electrolyte fluid [sep] cl fluid, cl infusion, electrolyte fluid, nacl solution, cl drip, iv cl, chloride saline, cl electrolyte, hydration cl, electrolyte therapy, ns chloride, pedi electrolyte",0,0
89,"chloride - serum [sep] serum chloride test, blood chloride level, chloride in blood, electrolytes test, blood chemistry panel, serum electrolyte measurement, blood sodium and chloride, blood test for chloride, circulating chloride level, blood chloride measurement, serum chloride analysis, electrolyte imbalance test [sep] serum cl, scl, cl- serum, buffy cl, ser cl, electrolyte cl",0,0
